province,country,date,lat,long,confirmed,deaths,recovered,active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
Unknown,Spain,04-01-2021,,,0,0,0,0,"Unknown, Spain",,
,Sri Lanka,04-01-2021,7.873054,80.771797,44774,211,37252,7311,Sri Lanka,209.0948361,0.471255639
,Sudan,04-01-2021,12.8628,30.2176,26039,1468,13524,8324,Sudan,53.1730643,6.296105679
,Suriname,04-01-2021,3.9193,-56.0278,6393,123,5883,387,Suriname,1089.77659,1.923979352
Blekinge,Sweden,04-01-2021,56.2784,15.018,4698,44,0,4654,"Blekinge, Sweden",2943.498365,0.936568753
Dalarna,Sweden,04-01-2021,61.0917,14.6664,10603,225,0,10378,"Dalarna, Sweden",3682.031907,2.122040932
Gavleborg,Sweden,04-01-2021,61.3012,16.1534,14484,319,0,14165,"Gavleborg, Sweden",5039.981627,2.202430268
Gotland,Sweden,04-01-2021,57.4684,18.4867,2202,28,0,2174,"Gotland, Sweden",3689.307375,1.271571299
Halland,Sweden,04-01-2021,56.8967,12.8034,12380,140,0,12240,"Halland, Sweden",3708.274424,1.13085622
Jamtland Harjedalen,Sweden,04-01-2021,63.1712,14.9592,4446,85,0,4361,"Jamtland Harjedalen, Sweden",3398.82272,1.911830859
Jonkoping,Sweden,04-01-2021,57.3708,14.3439,17129,331,0,16798,"Jonkoping, Sweden",4710.959051,1.932395353
Kalmar,Sweden,04-01-2021,57.235,16.1849,6455,102,0,6353,"Kalmar, Sweden",2629.906375,1.580170411
Kronoberg,Sweden,04-01-2021,56.7183,14.4115,8607,197,0,8410,"Kronoberg, Sweden",4272.121269,2.288834669
Norrbotten,Sweden,04-01-2021,66.8309,20.3992,7646,133,0,7513,"Norrbotten, Sweden",3057.262698,1.739471619
Orebro,Sweden,04-01-2021,59.535,15.0066,13265,218,0,13047,"Orebro, Sweden",4351.96273,1.643422541
Ostergotland,Sweden,04-01-2021,58.3454,15.5198,13869,360,0,13509,"Ostergotland, Sweden",2979.409016,2.595717067
Skane,Sweden,04-01-2021,55.9903,13.5958,66753,667,0,66086,"Skane, Sweden",4844.802722,0.999206028
Sormland,Sweden,04-01-2021,59.0336,16.7519,9036,308,0,8728,"Sormland, Sweden",3036.902601,3.408587871
Stockholm,Sweden,04-01-2021,59.6025,18.1384,118357,3271,0,115086,"Stockholm, Sweden",4979.089901,2.763672618
Uppsala,Sweden,04-01-2021,60.0092,17.2715,17704,352,0,17352,"Uppsala, Sweden",4613.86505,1.988251243
Varmland,Sweden,04-01-2021,59.7294,13.2354,5972,122,0,5850,"Varmland, Sweden",2114.626045,2.042866711
Vasterbotten,Sweden,04-01-2021,65.3337,16.5162,8278,83,0,8195,"Vasterbotten, Sweden",3046.339094,1.002657647
Vasternorrland,Sweden,04-01-2021,63.4276,17.7292,10138,225,0,9913,"Vasternorrland, Sweden",4132.106771,2.219372657
Vastmanland,Sweden,04-01-2021,59.6714,16.2159,13566,260,0,13306,"Vastmanland, Sweden",4917.9793,1.916556096
Vastra Gotaland,Sweden,04-01-2021,58.2528,13.0596,71791,1257,0,70534,"Vastra Gotaland, Sweden",4159.672654,1.750915853
,Switzerland,04-01-2021,46.8182,8.2275,452296,8085,317600,126949,Switzerland,5226.065437,1.712816386
,Syria,04-01-2021,34.802075,38.996815,11710,729,5546,5435,Syria,66.91177366,6.225448335
,Taiwan*,04-01-2021,23.7,121,812,7,689,116,Taiwan*,3.409361679,0.862068966
,Tajikistan,04-01-2021,38.861,71.2761,13674,91,12980,230,Tajikistan,139.4474651,0.676691729
,Tanzania,04-01-2021,-6.369028,34.888822,509,21,183,305,Tanzania,0.852107987,4.125736739
,Thailand,04-01-2021,15.870032,100.992541,8439,65,4352,4022,Thailand,12.09026169,0.77023344
,Timor-Leste,04-01-2021,-8.874217,125.727539,46,0,32,14,Timor-Leste,3.488966523,0
,Togo,04-01-2021,8.6195,0.8248,3702,68,3474,160,Togo,44.71696589,1.836844949
,Trinidad and Tobago,04-01-2021,10.6918,-61.2225,7168,127,6690,351,Trinidad and Tobago,512.1862163,1.771763393
,Tunisia,04-01-2021,33.886917,9.537499,143544,4800,107049,31695,Tunisia,1214.55825,3.343922421
,Turkey,04-01-2021,38.9637,35.2433,2241912,21488,2136534,83890,Turkey,2658.212949,0.958467594
Alabama,US,04-01-2021,32.53952745,-86.64408227,4305,50,0,4255,"Autauga, Alabama, US",7705.525426,1.161440186
Alabama,US,04-01-2021,30.72774991,-87.72207058,14064,169,0,13895,"Baldwin, Alabama, US",6300.115574,1.201649602
Alabama,US,04-01-2021,31.868263,-85.3871286,1530,33,0,1497,"Barbour, Alabama, US",6197.844932,2.156862745
Alabama,US,04-01-2021,32.99642064,-87.1251146,1882,46,0,1836,"Bibb, Alabama, US",8404.036796,2.444208289
Alabama,US,04-01-2021,33.98210918,-86.56790593,4746,63,0,4683,"Blount, Alabama, US",8207.380763,1.327433628
Alabama,US,04-01-2021,32.10030533,-85.71265535,900,22,0,878,"Bullock, Alabama, US",8910.00891,2.444444444
Alabama,US,04-01-2021,31.75300095,-86.68057478,1546,45,0,1501,"Butler, Alabama, US",7949.403538,2.910737387
Alabama,US,04-01-2021,33.77483727,-85.82630386,9731,157,0,9574,"Calhoun, Alabama, US",8565.644118,1.613400473
Alabama,US,04-01-2021,32.91360079,-85.39072749,2402,63,0,2339,"Chambers, Alabama, US",7223.191195,2.622814321
Alabama,US,04-01-2021,34.17805983,-85.60638968,1438,22,0,1416,"Cherokee, Alabama, US",5489.387693,1.529902643
Alabama,US,04-01-2021,32.85044126,-86.7173256,3032,54,0,2978,"Chilton, Alabama, US",6824.525074,1.781002639
Alabama,US,04-01-2021,32.02227341,-88.2656443,493,22,0,471,"Choctaw, Alabama, US",3916.117245,4.462474645
Alabama,US,04-01-2021,31.68099859,-87.83548597,2461,26,0,2435,"Clarke, Alabama, US",10418.25417,1.056481105
Alabama,US,04-01-2021,33.26984193,-85.85836077,1158,34,0,1124,"Clay, Alabama, US",8749.527767,2.936096718
Alabama,US,04-01-2021,33.67679204,-85.52005899,1048,16,0,1032,"Cleburne, Alabama, US",7028.839705,1.526717557
Alabama,US,04-01-2021,31.39932826,-85.98901039,3723,38,0,3685,"Coffee, Alabama, US",7112.834817,1.020682246
Alabama,US,04-01-2021,34.69847452,-87.80168544,4766,60,0,4706,"Colbert, Alabama, US",8627.649753,1.258917331
Alabama,US,04-01-2021,31.43401703,-86.99320044,866,17,0,849,"Conecuh, Alabama, US",7176.597332,1.963048499
Alabama,US,04-01-2021,32.93690146,-86.24847739,525,7,0,518,"Coosa, Alabama, US",4923.567476,1.333333333
Alabama,US,04-01-2021,31.2477854,-86.45050893,2955,40,0,2915,"Covington, Alabama, US",7975.923777,1.353637902
Alabama,US,04-01-2021,31.72941803,-86.31593104,968,36,0,932,"Crenshaw, Alabama, US",7028.753994,3.719008264
Alabama,US,04-01-2021,34.13020303,-86.86888037,7258,78,0,7180,"Cullman, Alabama, US",8664.406456,1.074676219
Alabama,US,04-01-2021,31.43037123,-85.61095742,3423,63,0,3360,"Dale, Alabama, US",6961.278777,1.840490798
Alabama,US,04-01-2021,32.32688101,-87.1086671,2837,43,0,2794,"Dallas, Alabama, US",7627.164211,1.515685583
Alabama,US,04-01-2021,34.45946862,-85.80782906,7022,62,0,6960,"DeKalb, Alabama, US",9819.193713,0.882939334
Alabama,US,04-01-2021,32.59785413,-86.14415284,6671,83,0,6588,"Elmore, Alabama, US",8214.606755,1.244191276
Alabama,US,04-01-2021,31.1256789,-87.15918694,2719,34,0,2685,"Escambia, Alabama, US",7422.269538,1.250459728
Alabama,US,04-01-2021,34.04567266,-86.04051873,10324,96,0,10228,"Etowah, Alabama, US",10095.04439,0.929872143
Alabama,US,04-01-2021,33.72076938,-87.73886638,1460,19,0,1441,"Fayette, Alabama, US",8955.956324,1.301369863
Alabama,US,04-01-2021,34.44235334,-87.84289505,3336,38,0,3298,"Franklin, Alabama, US",10637.07672,1.139088729
Alabama,US,04-01-2021,31.09389027,-85.83572839,1732,20,0,1712,"Geneva, Alabama, US",6592.820981,1.154734411
Alabama,US,04-01-2021,32.85504247,-87.95684022,688,20,0,668,"Greene, Alabama, US",8482.307977,2.906976744
Alabama,US,04-01-2021,32.76039258,-87.63284988,1501,33,0,1468,"Hale, Alabama, US",10245.03447,2.19853431
Alabama,US,04-01-2021,31.51148016,-85.24267944,1296,8,0,1288,"Henry, Alabama, US",7532.693984,0.617283951
Alabama,US,04-01-2021,31.15197924,-85.29939599,7525,64,0,7461,"Houston, Alabama, US",7106.968134,0.850498339
Alabama,US,04-01-2021,34.78144169,-85.99750489,5254,34,0,5220,"Jackson, Alabama, US",10177.04258,0.647125999
Alabama,US,04-01-2021,33.55554728,-86.895063,54012,719,0,53293,"Jefferson, Alabama, US",8201.368717,1.331185662
Alabama,US,04-01-2021,33.77995024,-88.09668032,1074,15,0,1059,"Lamar, Alabama, US",7779.789931,1.396648045
Alabama,US,04-01-2021,34.90171875,-87.65624729,6682,70,0,6612,"Lauderdale, Alabama, US",7205.944203,1.047590542
Alabama,US,04-01-2021,34.52041498,-87.31069453,2115,43,0,2072,"Lawrence, Alabama, US",6423.885312,2.033096927
Alabama,US,04-01-2021,32.60154883,-85.35132246,10560,75,0,10485,"Lee, Alabama, US",6417.814297,0.710227273
Alabama,US,04-01-2021,34.81185586,-86.98310072,7037,58,0,6979,"Limestone, Alabama, US",7114.18895,0.824214864
Alabama,US,04-01-2021,32.1597283,-86.65158371,962,32,0,930,"Lowndes, Alabama, US",9891.013778,3.326403326
Alabama,US,04-01-2021,32.38759944,-85.69267724,1021,30,0,991,"Macon, Alabama, US",5650.874474,2.938295788
Alabama,US,04-01-2021,34.76327133,-86.55069633,23364,179,0,23185,"Madison, Alabama, US",6265.335511,0.766135936
Alabama,US,04-01-2021,32.24767634,-87.78796182,1830,26,0,1804,"Marengo, Alabama, US",9701.5321,1.420765027
Alabama,US,04-01-2021,34.13697363,-87.88704173,2152,43,0,2109,"Marion, Alabama, US",7243.596217,1.998141264
Alabama,US,04-01-2021,34.36975964,-86.30486727,9314,86,0,9228,"Marshall, Alabama, US",9624.485916,0.923341207
Alabama,US,04-01-2021,30.78472347,-88.20842409,26677,508,0,26169,"Mobile, Alabama, US",6456.039302,1.904262098
Alabama,US,04-01-2021,31.56729412,-87.36995001,1233,11,0,1222,"Monroe, Alabama, US",5947.040949,0.892133009
Alabama,US,04-01-2021,32.2206831,-86.20969272,16446,276,0,16170,"Montgomery, Alabama, US",7261.375979,1.678219628
Alabama,US,04-01-2021,34.45500589,-86.85475946,10974,89,0,10885,"Morgan, Alabama, US",9169.528489,0.811007837
Alabama,US,21-12-2020,,,0,0,0,0,"Out of AL, Alabama, US",,
Alabama,US,04-01-2021,32.64048341,-87.29770589,887,10,0,877,"Perry, Alabama, US",9940.602936,1.127395716
Alabama,US,04-01-2021,33.28094866,-88.08818103,1774,26,0,1748,"Pickens, Alabama, US",8901.154039,1.465614431
Alabama,US,04-01-2021,31.80396383,-85.9408295,2037,23,0,2014,"Pike, Alabama, US",6151.476717,1.129111438
Alabama,US,04-01-2021,33.29526734,-85.45708831,1276,30,0,1246,"Randolph, Alabama, US",5615.702843,2.351097179
Alabama,US,04-01-2021,32.28725256,-85.18415324,2866,6,0,2860,"Russell, Alabama, US",4944.704198,0.209351012
Alabama,US,04-01-2021,33.26879845,-86.66232561,16186,103,0,16083,"Shelby, Alabama, US",7434.933992,0.636352403
Alabama,US,04-01-2021,33.71902176,-86.31029372,6752,73,0,6679,"St. Clair, Alabama, US",7543.12271,1.081161137
Alabama,US,04-01-2021,32.59117397,-88.19916205,865,24,0,841,"Sumter, Alabama, US",6960.650197,2.774566474
Alabama,US,04-01-2021,33.37823223,-86.16886178,5274,76,0,5198,"Talladega, Alabama, US",6594.313436,1.441031475
Alabama,US,04-01-2021,32.86698258,-85.79833053,2411,98,0,2313,"Tallapoosa, Alabama, US",5972.700473,4.064703443
Alabama,US,04-01-2021,33.28726072,-87.52556818,19043,218,0,18825,"Tuscaloosa, Alabama, US",9096.033054,1.144777609
Alabama,US,21-12-2020,,,0,0,0,0,"Unassigned, Alabama, US",,
Alabama,US,04-01-2021,33.80270512,-87.30027177,5374,138,0,5236,"Walker, Alabama, US",8460.194266,2.567919613
Alabama,US,04-01-2021,31.4092794,-88.20689944,1224,24,0,1200,"Washington, Alabama, US",7497.24366,1.960784314
Alabama,US,04-01-2021,31.98773215,-87.30891118,896,19,0,877,"Wilcox, Alabama, US",8637.809698,2.120535714
Alabama,US,04-01-2021,34.15030532,-87.37325922,2031,30,0,2001,"Winston, Alabama, US",8595.370096,1.477104874
Alaska,US,04-01-2021,55.32222414,-161.9722021,39,0,0,39,"Aleutians East, Alaska, US",1168.714414,0
Alaska,US,04-01-2021,52.3233,-174.1596,209,0,0,209,"Aleutians West, Alaska, US",3709.620163,0
Alaska,US,04-01-2021,61.14998174,-149.1426986,23281,123,0,23158,"Anchorage, Alaska, US",8083.680556,0.528327821
Alaska,US,04-01-2021,60.90980451,-159.8561831,2676,9,0,2667,"Bethel, Alaska, US",14554.55238,0.33632287
Alaska,US,04-01-2021,58.74513976,-156.701064,0,0,0,0,"Bristol Bay, Alaska, US",0,
Alaska,US,04-01-2021,58.62403337,-156.2140589,160,0,0,160,"Bristol Bay plus Lake and Peninsula, Alaska, US",3980.099502,0
Alaska,US,04-01-2021,63.67264044,-150.0076108,60,0,0,60,"Denali, Alaska, US",2861.230329,0
Alaska,US,04-01-2021,59.79603738,-158.2381942,126,1,0,125,"Dillingham, Alaska, US",2563.059398,0.793650794
Alaska,US,04-01-2021,64.80726247,-146.5692662,5048,20,0,5028,"Fairbanks North Star, Alaska, US",5212.237607,0.396196513
Alaska,US,04-01-2021,59.09893571,-135.4679843,22,0,0,22,"Haines, Alaska, US",869.5652174,0
Alaska,US,04-01-2021,58.45031811,-134.200436,1059,5,0,1054,"Juneau, Alaska, US",3312.066054,0.472143532
Alaska,US,04-01-2021,60.24429722,-151.5388884,3658,18,0,3640,"Kenai Peninsula, Alaska, US",6230.837365,0.492072171
Alaska,US,04-01-2021,55.57445008,-130.975561,245,1,0,244,"Ketchikan Gateway, Alaska, US",1762.463132,0.408163265
Alaska,US,04-01-2021,57.65529415,-153.7493579,931,2,0,929,"Kodiak Island, Alaska, US",7162.640406,0.214822771
Alaska,US,04-01-2021,62.1542916,-163.3967883,877,2,0,875,"Kusilvak, Alaska, US",10548.47246,0.228050171
Alaska,US,04-01-2021,62.31305045,-149.5741743,6527,18,0,6509,"Matanuska-Susitna, Alaska, US",6025.831587,0.275777539
Alaska,US,04-01-2021,64.90320724,-164.0353804,280,0,0,280,"Nome, Alaska, US",2798.880448,0
Alaska,US,04-01-2021,69.31479216,-153.4836093,824,3,0,821,"North Slope, Alaska, US",8380.797396,0.36407767
Alaska,US,04-01-2021,67.04919196,-159.7503946,405,0,0,405,"Northwest Arctic, Alaska, US",5314.26322,0
Alaska,US,04-01-2021,57.13978948,-132.9540995,31,1,0,30,"Petersburg, Alaska, US",949.1733007,3.225806452
Alaska,US,04-01-2021,55.76261984,-133.0511621,72,1,0,71,"Prince of Wales-Hyder, Alaska, US",1160.72868,1.388888889
Alaska,US,04-01-2021,57.24124555,-135.3206587,270,0,0,270,"Sitka, Alaska, US",3179.088661,0
Alaska,US,04-01-2021,59.56149996,-135.3337748,17,0,0,17,"Skagway, Alaska, US",1437.024514,0
Alaska,US,04-01-2021,63.87692095,-143.2127643,407,3,0,404,"Southeast Fairbanks, Alaska, US",5904.540839,0.737100737
Alaska,US,04-01-2021,,,226,0,0,226,"Unassigned, Alaska, US",,0
Alaska,US,04-01-2021,61.47502768,-144.7126799,0,0,0,357,"Valdez-Cordova, Alaska, US",3912.193002,0.833333333
Alaska,US,04-01-2021,56.3202004,-132.0583731,25,0,0,25,"Wrangell, Alaska, US",999.2006395,0
Alaska,US,04-01-2021,59.8909808,-140.3601451,54,1,0,53,"Yakutat, Alaska, US",9326.42487,1.851851852
Alaska,US,04-01-2021,65.50815459,-151.3907387,209,4,0,205,"Yukon-Koyukuk, Alaska, US",3996.175908,1.913875598
Arizona,US,04-01-2021,35.39465006,-109.4892383,7758,244,0,7514,"Apache, Arizona, US",10791.93735,3.1451405
Arizona,US,04-01-2021,31.87934684,-109.7516088,7873,136,0,7737,"Cochise, Arizona, US",6252.283159,1.727422838
Arizona,US,04-01-2021,35.83883429,-111.7707178,11691,214,0,11477,"Coconino, Arizona, US",8148.401126,1.830467881
Arizona,US,04-01-2021,33.80190085,-110.8132779,4684,136,0,4548,"Gila, Arizona, US",8671.18368,2.903501281
Arizona,US,04-01-2021,32.93166885,-109.8882178,3414,51,0,3363,"Graham, Arizona, US",8790.586297,1.493848858
Arizona,US,04-01-2021,33.21498827,-109.2405279,415,4,0,411,"Greenlee, Arizona, US",4369.340914,0.963855422
Arizona,US,04-01-2021,33.72854224,-113.9810029,1609,35,0,1574,"La Paz, Arizona, US",7622.702293,2.175264139
Arizona,US,04-01-2021,33.34835867,-112.4918154,342994,5239,0,337755,"Maricopa, Arizona, US",7646.87496,1.527431967
Arizona,US,04-01-2021,35.70471703,-113.7577902,13590,350,0,13240,"Mohave, Arizona, US",6404.909016,2.575423105
Arizona,US,04-01-2021,35.3997715,-110.3218983,11865,347,0,11518,"Navajo, Arizona, US",10696.51293,2.924568057
Arizona,US,04-01-2021,,,0,0,0,0,"Out of AZ, Arizona, US",,
Arizona,US,04-01-2021,32.0971334,-111.7890033,74108,1084,0,73024,"Pima, Arizona, US",7076.242338,1.46273007
Arizona,US,04-01-2021,32.90525627,-111.3449483,29093,371,0,28722,"Pinal, Arizona, US",6286.450197,1.275220844
Arizona,US,04-01-2021,31.52508998,-110.8479088,6262,101,0,6161,"Santa Cruz, Arizona, US",13467.2459,1.612903226
Arizona,US,04-01-2021,,,0,0,0,0,"Unassigned, Arizona, US",,
Arizona,US,04-01-2021,34.59933926,-112.5538588,12107,221,0,11886,"Yavapai, Arizona, US",5149.745426,1.82539027
Arizona,US,04-01-2021,32.76895712,-113.9066674,28921,528,0,28393,"Yuma, Arizona, US",13527.95072,1.825663013
Arkansas,US,04-01-2021,34.29145151,-91.37277296,1338,31,0,1307,"Arkansas, Arkansas, US",7651.835754,2.316890882
Arkansas,US,04-01-2021,33.19153461,-91.7698471,1311,21,0,1290,"Ashley, Arkansas, US",6669.379865,1.601830664
Arkansas,US,04-01-2021,36.28784385,-92.33782872,2182,72,0,2110,"Baxter, Arkansas, US",5203.663074,3.299725023
Arkansas,US,04-01-2021,36.33644656,-94.25680817,18801,269,0,18532,"Benton, Arkansas, US",6735.305813,1.430774959
Arkansas,US,04-01-2021,36.3084504,-93.09374925,2647,69,0,2578,"Boone, Arkansas, US",7071.489635,2.606724594
Arkansas,US,04-01-2021,33.46755808,-92.15980837,975,15,0,960,"Bradley, Arkansas, US",9058.812599,1.538461538
Arkansas,US,04-01-2021,33.55598792,-92.49974403,244,1,0,243,"Calhoun, Arkansas, US",4702.25477,0.409836066
Arkansas,US,04-01-2021,36.3403856,-93.54270261,2123,30,0,2093,"Carroll, Arkansas, US",7480.620155,1.413094677
Arkansas,US,04-01-2021,33.26458973,-91.29539209,1432,31,0,1401,"Chicot, Arkansas, US",14152.99466,2.164804469
Arkansas,US,04-01-2021,34.04613432,-93.17484713,1419,24,0,1395,"Clark, Arkansas, US",6357.526882,1.691331924
Arkansas,US,04-01-2021,36.36826212,-90.4148172,1343,31,0,1312,"Clay, Arkansas, US",9229.606213,2.308265078
Arkansas,US,04-01-2021,35.53864922,-92.02640019,1326,38,0,1288,"Cleburne, Arkansas, US",5321.24082,2.865761689
Arkansas,US,04-01-2021,33.89723187,-92.18537045,583,19,0,564,"Cleveland, Arkansas, US",7327.802916,3.259005146
Arkansas,US,04-01-2021,33.21230701,-93.22642793,1597,43,0,1554,"Columbia, Arkansas, US",6808.202242,2.692548528
Arkansas,US,04-01-2021,35.26205537,-92.70506566,1414,16,0,1398,"Conway, Arkansas, US",6783.07589,1.131541726
Arkansas,US,04-01-2021,35.83018283,-90.63235729,10299,137,0,10162,"Craighead, Arkansas, US",9334.553892,1.330226236
Arkansas,US,04-01-2021,35.58928601,-94.2446814,4648,61,0,4587,"Crawford, Arkansas, US",7347.803405,1.312392427
Arkansas,US,04-01-2021,35.21247318,-90.30839406,4421,75,0,4346,"Crittenden, Arkansas, US",9219.059535,1.696448767
Arkansas,US,04-01-2021,35.29631396,-90.77185818,1465,36,0,1429,"Cross, Arkansas, US",8922.589683,2.457337884
Arkansas,US,04-01-2021,33.97042763,-92.65167437,495,11,0,484,"Dallas, Arkansas, US",7062.348409,2.222222222
Arkansas,US,04-01-2021,33.83011025,-91.25500948,977,11,0,966,"Desha, Arkansas, US",8599.595106,1.125895599
Arkansas,US,04-01-2021,33.59035001,-91.71777921,1505,19,0,1486,"Drew, Arkansas, US",8260.607059,1.262458472
Arkansas,US,04-01-2021,35.14719007,-92.33717519,7991,94,0,7897,"Faulkner, Arkansas, US",6341.711175,1.176323364
Arkansas,US,04-01-2021,35.51202821,-93.89299569,1131,25,0,1106,"Franklin, Arkansas, US",6384.419983,2.210433245
Arkansas,US,04-01-2021,36.38177105,-91.81729127,911,36,0,875,"Fulton, Arkansas, US",7301.43464,3.951701427
Arkansas,US,04-01-2021,34.57692074,-93.14921604,5984,155,0,5829,"Garland, Arkansas, US",6020.968748,2.590240642
Arkansas,US,04-01-2021,34.29017991,-92.42320562,1117,12,0,1105,"Grant, Arkansas, US",6115.521489,1.074306177
Arkansas,US,04-01-2021,36.1173546,-90.55832668,4523,52,0,4471,"Greene, Arkansas, US",9979.040265,1.149679416
Arkansas,US,04-01-2021,33.73325583,-93.66935133,1269,11,0,1258,"Hempstead, Arkansas, US",5893.55378,0.866824271
Arkansas,US,04-01-2021,34.31709259,-92.95396325,3709,57,0,3652,"Hot Spring, Arkansas, US",10982.79589,1.536802373
Arkansas,US,04-01-2021,34.09007427,-93.9934871,1124,18,0,1106,"Howard, Arkansas, US",8513.861536,1.601423488
Arkansas,US,04-01-2021,35.74242707,-91.57001641,2857,94,0,2763,"Independence, Arkansas, US",7553.205552,3.290164508
Arkansas,US,04-01-2021,36.09604046,-91.90847954,1352,13,0,1339,"Izard, Arkansas, US",9920.023479,0.961538462
Arkansas,US,04-01-2021,35.59802983,-91.21494602,2839,22,0,2817,"Jackson, Arkansas, US",16980.68066,0.774920747
Arkansas,US,04-01-2021,34.26767081,-91.92619839,6846,129,0,6717,"Jefferson, Arkansas, US",10244.82222,1.884312007
Arkansas,US,04-01-2021,35.56759135,-93.46036368,1927,20,0,1907,"Johnson, Arkansas, US",7250.357438,1.037882719
Arkansas,US,04-01-2021,33.24116713,-93.60677071,350,4,0,346,"Lafayette, Arkansas, US",5283.816425,1.142857143
Arkansas,US,04-01-2021,36.04188196,-91.10867198,1621,36,0,1585,"Lawrence, Arkansas, US",9880.531513,2.220851326
Arkansas,US,04-01-2021,34.78498904,-90.78383866,1459,26,0,1433,"Lee, Arkansas, US",16472.84634,1.782042495
Arkansas,US,04-01-2021,33.95317155,-91.74002806,2848,26,0,2822,"Lincoln, Arkansas, US",21867.32187,0.912921348
Arkansas,US,04-01-2021,33.70375665,-94.23468591,840,39,0,801,"Little River, Arkansas, US",6852.108655,4.642857143
Arkansas,US,04-01-2021,35.21413234,-93.71951016,1499,11,0,1488,"Logan, Arkansas, US",6983.136122,0.733822548
Arkansas,US,04-01-2021,34.75392199,-91.88742357,4342,83,0,4259,"Lonoke, Arkansas, US",5922.874408,1.911561492
Arkansas,US,04-01-2021,36.01038185,-93.72524943,1058,12,0,1046,"Madison, Arkansas, US",6382.722008,1.134215501
Arkansas,US,04-01-2021,36.26844485,-92.68451899,667,24,0,643,"Marion, Arkansas, US",3995.447466,3.5982009
Arkansas,US,04-01-2021,33.31403423,-93.89285258,2818,25,0,2793,"Miller, Arkansas, US",6514.552558,0.88715401
Arkansas,US,04-01-2021,35.76271485,-90.0519437,4462,95,0,4367,"Mississippi, Arkansas, US",10976.35975,2.129090094
Arkansas,US,04-01-2021,34.6815935,-91.20540287,510,7,0,503,"Monroe, Arkansas, US",7610.804358,1.37254902
Arkansas,US,04-01-2021,34.53704874,-93.65824478,517,18,0,499,"Montgomery, Arkansas, US",5753.394169,3.481624758
Arkansas,US,04-01-2021,33.66340119,-93.30632432,605,20,0,585,"Nevada, Arkansas, US",7331.555986,3.305785124
Arkansas,US,04-01-2021,35.91947491,-93.21612969,564,24,0,540,"Newton, Arkansas, US",7274.603379,4.255319149
Arkansas,US,04-01-2021,33.58839816,-92.87795984,1427,29,0,1398,"Ouachita, Arkansas, US",6102.985202,2.032235459
Arkansas,US,04-01-2021,34.9459153,-92.94372564,468,5,0,463,"Perry, Arkansas, US",4476.327116,1.068376068
Arkansas,US,04-01-2021,34.43268455,-90.84800154,1296,25,0,1271,"Phillips, Arkansas, US",7288.269036,1.929012346
Arkansas,US,04-01-2021,34.16250414,-93.65789349,709,11,0,698,"Pike, Arkansas, US",6615.040119,1.551480959
Arkansas,US,04-01-2021,35.57433534,-90.66268713,2450,63,0,2387,"Poinsett, Arkansas, US",10413.12479,2.571428571
Arkansas,US,04-01-2021,34.48254879,-94.22728802,1294,44,0,1250,"Polk, Arkansas, US",6481.667001,3.400309119
Arkansas,US,04-01-2021,35.44871474,-93.03212219,5726,59,0,5667,"Pope, Arkansas, US",8936.821076,1.030387705
Arkansas,US,04-01-2021,34.83624419,-91.55162157,564,16,0,548,"Prairie, Arkansas, US",6995.782684,2.836879433
Arkansas,US,04-01-2021,34.77054088,-92.31355101,25760,396,0,25364,"Pulaski, Arkansas, US",6572.920893,1.537267081
Arkansas,US,04-01-2021,36.3415714,-91.02455531,1486,43,0,1443,"Randolph, Arkansas, US",8274.863571,2.893674293
Arkansas,US,04-01-2021,34.64916145,-92.67583224,7888,108,0,7780,"Saline, Arkansas, US",6442.496958,1.369168357
Arkansas,US,04-01-2021,34.85588887,-94.0632176,619,11,0,608,"Scott, Arkansas, US",6020.815096,1.777059774
Arkansas,US,04-01-2021,35.9109364,-92.69936482,514,13,0,501,"Searcy, Arkansas, US",6522.014973,2.529182879
Arkansas,US,04-01-2021,35.19605503,-94.27162713,9982,158,0,9824,"Sebastian, Arkansas, US",7808.991841,1.582849128
Arkansas,US,04-01-2021,33.99780401,-94.2424869,2105,20,0,2085,"Sevier, Arkansas, US",12377.25642,0.950118765
Arkansas,US,04-01-2021,36.16258158,-91.47819342,1182,32,0,1150,"Sharp, Arkansas, US",6776.745786,2.707275804
Arkansas,US,04-01-2021,35.02201976,-90.74828138,2821,20,0,2801,"St. Francis, Arkansas, US",11286.70881,0.708968451
Arkansas,US,04-01-2021,35.86251946,-92.15684085,780,27,0,753,"Stone, Arkansas, US",6237.006237,3.461538462
Arkansas,US,04-01-2021,,,2649,0,0,2649,"Unassigned, Arkansas, US",,0
Arkansas,US,04-01-2021,33.16887091,-92.59746952,2569,73,0,2496,"Union, Arkansas, US",6641.331886,2.841572596
Arkansas,US,04-01-2021,35.58095779,-92.51295036,780,8,0,772,"Van Buren, Arkansas, US",4714.415231,1.025641026
Arkansas,US,04-01-2021,35.976844,-94.21800746,22196,224,0,21972,"Washington, Arkansas, US",9279.768549,1.009190845
Arkansas,US,04-01-2021,35.25688493,-91.74908296,5033,71,0,4962,"White, Arkansas, US",6390.867649,1.41068945
Arkansas,US,04-01-2021,35.18902527,-91.2439489,394,2,0,392,"Woodruff, Arkansas, US",6234.177215,0.507614213
Arkansas,US,04-01-2021,35.00292371,-93.41171338,2498,43,0,2455,"Yell, Arkansas, US",11705.16846,1.721377102
California,US,04-01-2021,37.64629437,-121.8929271,56279,580,0,53859,"Alameda, California, US",3261.955007,1.208775083
